dataset_name,series_id,source_file,span_start_index,span_end_index_exclusive,span_length,span_ordinal_in_series,split,entity_id,spacecraft
anomaly_archive,DISTORTEDECG4,data/AnomalyArchive/018_UCR_Anomaly_DISTORTEDECG4_8000_17000_17100.txt,17000,17100,100,1,test,DISTORTEDECG4,
anomaly_archive,DISTORTEDGP711MarkerLFM5z1,data/AnomalyArchive/019_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z1_5000_6168_6212.txt,6168,6212,44,1,test,DISTORTEDGP711MarkerLFM5z1,
anomaly_archive,DISTORTEDGP711MarkerLFM5z2,data/AnomalyArchive/020_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z2_5000_7175_7388.txt,7175,7388,213,1,test,DISTORTEDGP711MarkerLFM5z2,
anomaly_archive,DISTORTEDGP711MarkerLFM5z3,data/AnomalyArchive/021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.txt,5948,5993,45,1,test,DISTORTEDGP711MarkerLFM5z3,
anomaly_archive,DISTORTEDGP711MarkerLFM5z4,data/AnomalyArchive/022_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z4_4000_6527_6645.txt,6527,6645,118,1,test,DISTORTEDGP711MarkerLFM5z4,
anomaly_archive,DISTORTEDGP711MarkerLFM5z5,data/AnomalyArchive/023_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z5_5000_8612_8716.txt,8612,8716,104,1,test,DISTORTEDGP711MarkerLFM5z5,
anomaly_archive,DISTORTEDInternalBleeding10,data/AnomalyArchive/024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556.txt,4526,4556,30,1,test,DISTORTEDInternalBleeding10,
anomaly_archive,DISTORTEDInternalBleeding14,data/AnomalyArchive/025_UCR_Anomaly_DISTORTEDInternalBleeding14_2800_5607_5634.txt,5607,5634,27,1,test,DISTORTEDInternalBleeding14,
anomaly_archive,DISTORTEDInternalBleeding15,data/AnomalyArchive/026_UCR_Anomaly_DISTORTEDInternalBleeding15_1700_5684_5854.txt,5684,5854,170,1,test,DISTORTEDInternalBleeding15,
anomaly_archive,DISTORTEDInternalBleeding16,data/AnomalyArchive/027_UCR_Anomaly_DISTORTEDInternalBleeding16_1200_4187_4199.txt,4187,4199,12,1,test,DISTORTEDInternalBleeding16,
anomaly_archive,DISTORTEDInternalBleeding17,data/AnomalyArchive/028_UCR_Anomaly_DISTORTEDInternalBleeding17_1600_3198_3309.txt,3198,3309,111,1,test,DISTORTEDInternalBleeding17,
anomaly_archive,DISTORTEDInternalBleeding18,data/AnomalyArchive/029_UCR_Anomaly_DISTORTEDInternalBleeding18_2300_4485_4587.txt,4485,4587,102,1,test,DISTORTEDInternalBleeding18,
anomaly_archive,DISTORTEDInternalBleeding19,data/AnomalyArchive/030_UCR_Anomaly_DISTORTEDInternalBleeding19_3000_4187_4197.txt,4187,4197,10,1,test,DISTORTEDInternalBleeding19,
anomaly_archive,DISTORTEDInternalBleeding20,data/AnomalyArchive/031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919.txt,5759,5919,160,1,test,DISTORTEDInternalBleeding20,
anomaly_archive,DISTORTEDInternalBleeding4,data/AnomalyArchive/032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.txt,4675,5033,358,1,test,DISTORTEDInternalBleeding4,
anomaly_archive,DISTORTEDInternalBleeding5,data/AnomalyArchive/033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370.txt,6200,6370,170,1,test,DISTORTEDInternalBleeding5,
anomaly_archive,DISTORTEDInternalBleeding6,data/AnomalyArchive/034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629.txt,3474,3629,155,1,test,DISTORTEDInternalBleeding6,
anomaly_archive,DISTORTEDInternalBleeding8,data/AnomalyArchive/035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974.txt,5865,5974,109,1,test,DISTORTEDInternalBleeding8,
anomaly_archive,DISTORTEDInternalBleeding9,data/AnomalyArchive/036_UCR_Anomaly_DISTORTEDInternalBleeding9_4200_6599_6681.txt,6599,6681,82,1,test,DISTORTEDInternalBleeding9,
anomaly_archive,DISTORTEDLab2Cmac011215EPG1,data/AnomalyArchive/037_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG1_5000_17210_17260.txt,17210,17260,50,1,test,DISTORTEDLab2Cmac011215EPG1,
anomaly_archive,DISTORTEDLab2Cmac011215EPG2,data/AnomalyArchive/038_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG2_5000_27862_27932.txt,27862,27932,70,1,test,DISTORTEDLab2Cmac011215EPG2,
anomaly_archive,DISTORTEDLab2Cmac011215EPG3,data/AnomalyArchive/039_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG3_5000_16390_16420.txt,16390,16420,30,1,test,DISTORTEDLab2Cmac011215EPG3,
anomaly_archive,DISTORTEDLab2Cmac011215EPG4,data/AnomalyArchive/040_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG4_6000_17390_17520.txt,17390,17520,130,1,test,DISTORTEDLab2Cmac011215EPG4,
anomaly_archive,DISTORTEDLab2Cmac011215EPG5,data/AnomalyArchive/041_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG5_7000_17390_17520.txt,17390,17520,130,1,test,DISTORTEDLab2Cmac011215EPG5,
anomaly_archive,DISTORTEDLab2Cmac011215EPG6,data/AnomalyArchive/042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.txt,12190,12420,230,1,test,DISTORTEDLab2Cmac011215EPG6,
anomaly_archive,DISTORTEDMesoplodonDensirostris,data/AnomalyArchive/043_UCR_Anomaly_DISTORTEDMesoplodonDensirostris_10000_19280_19440.txt,19280,19440,160,1,test,DISTORTEDMesoplodonDensirostris,
anomaly_archive,DISTORTEDPowerDemand1,data/AnomalyArchive/044_UCR_Anomaly_DISTORTEDPowerDemand1_9000_18485_18821.txt,18485,18821,336,1,test,DISTORTEDPowerDemand1,
anomaly_archive,DISTORTEDPowerDemand2,data/AnomalyArchive/045_UCR_Anomaly_DISTORTEDPowerDemand2_14000_23357_23717.txt,23357,23717,360,1,test,DISTORTEDPowerDemand2,
anomaly_archive,DISTORTEDPowerDemand3,data/AnomalyArchive/046_UCR_Anomaly_DISTORTEDPowerDemand3_16000_23405_23477.txt,23405,23477,72,1,test,DISTORTEDPowerDemand3,
anomaly_archive,DISTORTEDPowerDemand4,data/AnomalyArchive/047_UCR_Anomaly_DISTORTEDPowerDemand4_18000_24005_24077.txt,24005,24077,72,1,test,DISTORTEDPowerDemand4,
anomaly_archive,DISTORTEDTkeepFifthMARS,data/AnomalyArchive/048_UCR_Anomaly_DISTORTEDTkeepFifthMARS_3500_5988_6085.txt,5988,6085,97,1,test,DISTORTEDTkeepFifthMARS,
anomaly_archive,DISTORTEDTkeepFirstMARS,data/AnomalyArchive/049_UCR_Anomaly_DISTORTEDTkeepFirstMARS_3500_5365_5380.txt,5365,5380,15,1,test,DISTORTEDTkeepFirstMARS,
anomaly_archive,DISTORTEDTkeepForthMARS,data/AnomalyArchive/050_UCR_Anomaly_DISTORTEDTkeepForthMARS_3500_5988_6085.txt,5988,6085,97,1,test,DISTORTEDTkeepForthMARS,
anomaly_archive,DISTORTEDTkeepSecondMARS,data/AnomalyArchive/051_UCR_Anomaly_DISTORTEDTkeepSecondMARS_3500_9330_9340.txt,9330,9340,10,1,test,DISTORTEDTkeepSecondMARS,
anomaly_archive,DISTORTEDTkeepThirdMARS,data/AnomalyArchive/052_UCR_Anomaly_DISTORTEDTkeepThirdMARS_3500_4711_4809.txt,4711,4809,98,1,test,DISTORTEDTkeepThirdMARS,
anomaly_archive,DISTORTEDWalkingAceleration1,data/AnomalyArchive/053_UCR_Anomaly_DISTORTEDWalkingAceleration1_1500_2764_2995.txt,2764,2995,231,1,test,DISTORTEDWalkingAceleration1,
anomaly_archive,DISTORTEDWalkingAceleration5,data/AnomalyArchive/054_UCR_Anomaly_DISTORTEDWalkingAceleration5_2700_5920_5979.txt,5920,5979,59,1,test,DISTORTEDWalkingAceleration5,
anomaly_archive,DISTORTEDapneaecg2,data/AnomalyArchive/055_UCR_Anomaly_DISTORTEDapneaecg2_10000_20950_21100.txt,20950,21100,150,1,test,DISTORTEDapneaecg2,
anomaly_archive,DISTORTEDapneaecg3,data/AnomalyArchive/056_UCR_Anomaly_DISTORTEDapneaecg3_5000_11111_11211.txt,11111,11211,100,1,test,DISTORTEDapneaecg3,
anomaly_archive,DISTORTEDapneaecg4,data/AnomalyArchive/057_UCR_Anomaly_DISTORTEDapneaecg4_6000_16000_16100.txt,16000,16100,100,1,test,DISTORTEDapneaecg4,
anomaly_archive,DISTORTEDapneaecg,data/AnomalyArchive/058_UCR_Anomaly_DISTORTEDapneaecg_10000_12240_12308.txt,12240,12308,68,1,test,DISTORTEDapneaecg,
anomaly_archive,DISTORTEDgait1,data/AnomalyArchive/059_UCR_Anomaly_DISTORTEDgait1_20000_38500_38800.txt,38500,38800,300,1,test,DISTORTEDgait1,
anomaly_archive,DISTORTEDgait2,data/AnomalyArchive/060_UCR_Anomaly_DISTORTEDgait2_22000_46500_46800.txt,46500,46800,300,1,test,DISTORTEDgait2,
anomaly_archive,DISTORTEDgait3,data/AnomalyArchive/061_UCR_Anomaly_DISTORTEDgait3_24500_59900_60500.txt,59900,60500,600,1,test,DISTORTEDgait3,
anomaly_archive,DISTORTEDgaitHunt1,data/AnomalyArchive/062_UCR_Anomaly_DISTORTEDgaitHunt1_18500_33070_33180.txt,33070,33180,110,1,test,DISTORTEDgaitHunt1,
anomaly_archive,DISTORTEDgaitHunt2,data/AnomalyArchive/063_UCR_Anomaly_DISTORTEDgaitHunt2_18500_31200_31850.txt,31200,31850,650,1,test,DISTORTEDgaitHunt2,
anomaly_archive,DISTORTEDgaitHunt3,data/AnomalyArchive/064_UCR_Anomaly_DISTORTEDgaitHunt3_23400_38400_39200.txt,38400,39200,800,1,test,DISTORTEDgaitHunt3,
anomaly_archive,DISTORTEDinsectEPG1,data/AnomalyArchive/065_UCR_Anomaly_DISTORTEDinsectEPG1_3000_7000_7030.txt,7000,7030,30,1,test,DISTORTEDinsectEPG1,
anomaly_archive,DISTORTEDinsectEPG2,data/AnomalyArchive/066_UCR_Anomaly_DISTORTEDinsectEPG2_3700_8000_8025.txt,8000,8025,25,1,test,DISTORTEDinsectEPG2,
anomaly_archive,DISTORTEDinsectEPG3,data/AnomalyArchive/067_UCR_Anomaly_DISTORTEDinsectEPG3_5200_7000_7050.txt,7000,7050,50,1,test,DISTORTEDinsectEPG3,
anomaly_archive,DISTORTEDinsectEPG4,data/AnomalyArchive/068_UCR_Anomaly_DISTORTEDinsectEPG4_1300_6508_6558.txt,6508,6558,50,1,test,DISTORTEDinsectEPG4,
anomaly_archive,DISTORTEDinsectEPG5,data/AnomalyArchive/069_UCR_Anomaly_DISTORTEDinsectEPG5_3200_8500_8501.txt,8500,8501,1,1,test,DISTORTEDinsectEPG5,
anomaly_archive,DISTORTEDltstdbs30791AI,data/AnomalyArchive/070_UCR_Anomaly_DISTORTEDltstdbs30791AI_17555_52600_52800.txt,52600,52800,200,1,test,DISTORTEDltstdbs30791AI,
anomaly_archive,DISTORTEDltstdbs30791AS,data/AnomalyArchive/071_UCR_Anomaly_DISTORTEDltstdbs30791AS_23000_52600_52800.txt,52600,52800,200,1,test,DISTORTEDltstdbs30791AS,
anomaly_archive,DISTORTEDltstdbs30791ES,data/AnomalyArchive/072_UCR_Anomaly_DISTORTEDltstdbs30791ES_20000_52600_52800.txt,52600,52800,200,1,test,DISTORTEDltstdbs30791ES,
anomaly_archive,DISTORTEDpark3m,data/AnomalyArchive/073_UCR_Anomaly_DISTORTEDpark3m_60000_72150_72495.txt,72150,72495,345,1,test,DISTORTEDpark3m,
anomaly_archive,DISTORTEDqtdbSel1005V,data/AnomalyArchive/074_UCR_Anomaly_DISTORTEDqtdbSel1005V_4000_12400_12800.txt,12400,12800,400,1,test,DISTORTEDqtdbSel1005V,
anomaly_archive,DISTORTEDqtdbSel100MLII,data/AnomalyArchive/075_UCR_Anomaly_DISTORTEDqtdbSel100MLII_4000_13400_13800.txt,13400,13800,400,1,test,DISTORTEDqtdbSel100MLII,
anomaly_archive,DISTORTEDresperation10,data/AnomalyArchive/076_UCR_Anomaly_DISTORTEDresperation10_48000_130700_131880.txt,130700,131880,1180,1,test,DISTORTEDresperation10,
anomaly_archive,DISTORTEDresperation11,data/AnomalyArchive/077_UCR_Anomaly_DISTORTEDresperation11_58000_110800_110801.txt,110800,110801,1,1,test,DISTORTEDresperation11,
anomaly_archive,DISTORTEDresperation1,data/AnomalyArchive/078_UCR_Anomaly_DISTORTEDresperation1_100000_110260_110412.txt,110260,110412,152,1,test,DISTORTEDresperation1,
anomaly_archive,DISTORTEDresperation2,data/AnomalyArchive/079_UCR_Anomaly_DISTORTEDresperation2_30000_168250_168250.txt,168250,168250,0,1,test,DISTORTEDresperation2,
anomaly_archive,DISTORTEDresperation2,data/AnomalyArchive/080_UCR_Anomaly_DISTORTEDresperation2_30000_168250_168251.txt,168250,168251,1,1,test,DISTORTEDresperation2,
anomaly_archive,DISTORTEDresperation3,data/AnomalyArchive/081_UCR_Anomaly_DISTORTEDresperation3_45000_158250_158251.txt,158250,158251,1,1,test,DISTORTEDresperation3,
anomaly_archive,DISTORTEDresperation4,data/AnomalyArchive/082_UCR_Anomaly_DISTORTEDresperation4_70000_128430_128431.txt,128430,128431,1,1,test,DISTORTEDresperation4,
anomaly_archive,DISTORTEDresperation9,data/AnomalyArchive/083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511.txt,143411,143511,100,1,test,DISTORTEDresperation9,
anomaly_archive,DISTORTEDs20101mML2,data/AnomalyArchive/084_UCR_Anomaly_DISTORTEDs20101mML2_12000_35774_35874.txt,35774,35874,100,1,test,DISTORTEDs20101mML2,
anomaly_archive,DISTORTEDs20101m,data/AnomalyArchive/085_UCR_Anomaly_DISTORTEDs20101m_10000_35774_35874.txt,35774,35874,100,1,test,DISTORTEDs20101m,
anomaly_archive,DISTORTEDsddb49,data/AnomalyArchive/086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200.txt,67950,68200,250,1,test,DISTORTEDsddb49,
anomaly_archive,DISTORTEDsel840mECG1,data/AnomalyArchive/087_UCR_Anomaly_DISTORTEDsel840mECG1_17000_51370_51740.txt,51370,51740,370,1,test,DISTORTEDsel840mECG1,
anomaly_archive,DISTORTEDsel840mECG2,data/AnomalyArchive/088_UCR_Anomaly_DISTORTEDsel840mECG2_20000_49370_49740.txt,49370,49740,370,1,test,DISTORTEDsel840mECG2,
anomaly_archive,DISTORTEDtiltAPB1,data/AnomalyArchive/089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350.txt,114283,114350,67,1,test,DISTORTEDtiltAPB1,
anomaly_archive,DISTORTEDtiltAPB2,data/AnomalyArchive/090_UCR_Anomaly_DISTORTEDtiltAPB2_50000_124159_124985.txt,124159,124985,826,1,test,DISTORTEDtiltAPB2,
anomaly_archive,DISTORTEDtiltAPB3,data/AnomalyArchive/091_UCR_Anomaly_DISTORTEDtiltAPB3_40000_114000_114370.txt,114000,114370,370,1,test,DISTORTEDtiltAPB3,
anomaly_archive,DISTORTEDtiltAPB4,data/AnomalyArchive/092_UCR_Anomaly_DISTORTEDtiltAPB4_20000_67995_67996.txt,67995,67996,1,1,test,DISTORTEDtiltAPB4,
anomaly_archive,NOISE1sddb40,data/AnomalyArchive/093_UCR_Anomaly_NOISE1sddb40_35000_52000_52620.txt,52000,52620,620,1,test,NOISE1sddb40,
anomaly_archive,NOISEBIDMC1,data/AnomalyArchive/094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600.txt,5400,5600,200,1,test,NOISEBIDMC1,
anomaly_archive,NOISECIMIS44AirTemperature4,data/AnomalyArchive/095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597.txt,5549,5597,48,1,test,NOISECIMIS44AirTemperature4,
anomaly_archive,NOISEECG4,data/AnomalyArchive/096_UCR_Anomaly_NOISEECG4_5000_16900_17100.txt,16900,17100,200,1,test,NOISEECG4,
anomaly_archive,NOISEGP711MarkerLFM5z3,data/AnomalyArchive/097_UCR_Anomaly_NOISEGP711MarkerLFM5z3_5000_5948_5993.txt,5948,5993,45,1,test,NOISEGP711MarkerLFM5z3,
anomaly_archive,NOISEInternalBleeding16,data/AnomalyArchive/098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199.txt,4187,4199,12,1,test,NOISEInternalBleeding16,
anomaly_archive,NOISEInternalBleeding6,data/AnomalyArchive/099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629.txt,3474,3629,155,1,test,NOISEInternalBleeding6,
anomaly_archive,NOISELab2Cmac011215EPG1,data/AnomalyArchive/100_UCR_Anomaly_NOISELab2Cmac011215EPG1_5000_17210_17260.txt,17210,17260,50,1,test,NOISELab2Cmac011215EPG1,
anomaly_archive,NOISELab2Cmac011215EPG4,data/AnomalyArchive/101_UCR_Anomaly_NOISELab2Cmac011215EPG4_6000_17390_17520.txt,17390,17520,130,1,test,NOISELab2Cmac011215EPG4,
anomaly_archive,NOISEMesoplodonDensirostris,data/AnomalyArchive/102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440.txt,19280,19440,160,1,test,NOISEMesoplodonDensirostris,
anomaly_archive,NOISETkeepThirdMARS,data/AnomalyArchive/103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.txt,4711,4809,98,1,test,NOISETkeepThirdMARS,
anomaly_archive,NOISEapneaecg4,data/AnomalyArchive/104_UCR_Anomaly_NOISEapneaecg4_6000_16000_16100.txt,16000,16100,100,1,test,NOISEapneaecg4,
anomaly_archive,NOISEgait3,data/AnomalyArchive/105_UCR_Anomaly_NOISEgait3_24500_59900_60500.txt,59900,60500,600,1,test,NOISEgait3,
anomaly_archive,NOISEgaitHunt2,data/AnomalyArchive/106_UCR_Anomaly_NOISEgaitHunt2_18500_31200_31850.txt,31200,31850,650,1,test,NOISEgaitHunt2,
anomaly_archive,NOISEinsectEPG3,data/AnomalyArchive/107_UCR_Anomaly_NOISEinsectEPG3_5200_7000_7050.txt,7000,7050,50,1,test,NOISEinsectEPG3,
anomaly_archive,NOISEresperation2,data/AnomalyArchive/108_UCR_Anomaly_NOISEresperation2_30000_168250_168250.txt,168250,168250,0,1,test,NOISEresperation2,
anomaly_archive,1sddb40,data/AnomalyArchive/109_UCR_Anomaly_1sddb40_35000_52000_52620.txt,52000,52620,620,1,test,1sddb40,
anomaly_archive,2sddb40,data/AnomalyArchive/110_UCR_Anomaly_2sddb40_35000_56600_56900.txt,56600,56900,300,1,test,2sddb40,
anomaly_archive,3sddb40,data/AnomalyArchive/111_UCR_Anomaly_3sddb40_35000_46600_46900.txt,46600,46900,300,1,test,3sddb40,
anomaly_archive,BIDMC1,data/AnomalyArchive/112_UCR_Anomaly_BIDMC1_2500_5400_5600.txt,5400,5600,200,1,test,BIDMC1,
anomaly_archive,CIMIS44AirTemperature1,data/AnomalyArchive/113_UCR_Anomaly_CIMIS44AirTemperature1_4000_5391_5392.txt,5391,5392,1,1,test,CIMIS44AirTemperature1,
anomaly_archive,CIMIS44AirTemperature2,data/AnomalyArchive/114_UCR_Anomaly_CIMIS44AirTemperature2_4000_5703_5727.txt,5703,5727,24,1,test,CIMIS44AirTemperature2,
anomaly_archive,CIMIS44AirTemperature3,data/AnomalyArchive/115_UCR_Anomaly_CIMIS44AirTemperature3_4000_6520_6544.txt,6520,6544,24,1,test,CIMIS44AirTemperature3,
anomaly_archive,CIMIS44AirTemperature4,data/AnomalyArchive/116_UCR_Anomaly_CIMIS44AirTemperature4_4000_5549_5597.txt,5549,5597,48,1,test,CIMIS44AirTemperature4,
anomaly_archive,CIMIS44AirTemperature5,data/AnomalyArchive/117_UCR_Anomaly_CIMIS44AirTemperature5_4000_4852_4900.txt,4852,4900,48,1,test,CIMIS44AirTemperature5,
anomaly_archive,CIMIS44AirTemperature6,data/AnomalyArchive/118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054.txt,6006,6054,48,1,test,CIMIS44AirTemperature6,
anomaly_archive,ECG1,data/AnomalyArchive/119_UCR_Anomaly_ECG1_10000_11800_12100.txt,11800,12100,300,1,test,ECG1,
anomaly_archive,ECG2,data/AnomalyArchive/120_UCR_Anomaly_ECG2_15000_16000_16100.txt,16000,16100,100,1,test,ECG2,
anomaly_archive,ECG3,data/AnomalyArchive/121_UCR_Anomaly_ECG3_15000_16000_16100.txt,16000,16100,100,1,test,ECG3,
anomaly_archive,ECG3,data/AnomalyArchive/122_UCR_Anomaly_ECG3_8000_17000_17100.txt,17000,17100,100,1,test,ECG3,
anomaly_archive,ECG4,data/AnomalyArchive/123_UCR_Anomaly_ECG4_5000_16800_17100.txt,16800,17100,300,1,test,ECG4,
anomaly_archive,ECG4,data/AnomalyArchive/124_UCR_Anomaly_ECG4_5000_16900_17100.txt,16900,17100,200,1,test,ECG4,
anomaly_archive,ECG4,data/AnomalyArchive/125_UCR_Anomaly_ECG4_5000_17000_17100.txt,17000,17100,100,1,test,ECG4,
anomaly_archive,ECG4,data/AnomalyArchive/126_UCR_Anomaly_ECG4_8000_17000_17100.txt,17000,17100,100,1,test,ECG4,
anomaly_archive,GP711MarkerLFM5z1,data/AnomalyArchive/127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212.txt,6168,6212,44,1,test,GP711MarkerLFM5z1,
anomaly_archive,GP711MarkerLFM5z2,data/AnomalyArchive/128_UCR_Anomaly_GP711MarkerLFM5z2_5000_7175_7388.txt,7175,7388,213,1,test,GP711MarkerLFM5z2,
anomaly_archive,GP711MarkerLFM5z3,data/AnomalyArchive/129_UCR_Anomaly_GP711MarkerLFM5z3_5000_5948_5993.txt,5948,5993,45,1,test,GP711MarkerLFM5z3,
anomaly_archive,GP711MarkerLFM5z4,data/AnomalyArchive/130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645.txt,6527,6645,118,1,test,GP711MarkerLFM5z4,
anomaly_archive,GP711MarkerLFM5z5,data/AnomalyArchive/131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.txt,8612,8716,104,1,test,GP711MarkerLFM5z5,
anomaly_archive,InternalBleeding10,data/AnomalyArchive/132_UCR_Anomaly_InternalBleeding10_3200_4526_4556.txt,4526,4556,30,1,test,InternalBleeding10,
anomaly_archive,InternalBleeding14,data/AnomalyArchive/133_UCR_Anomaly_InternalBleeding14_2800_5607_5634.txt,5607,5634,27,1,test,InternalBleeding14,
anomaly_archive,InternalBleeding15,data/AnomalyArchive/134_UCR_Anomaly_InternalBleeding15_1700_5684_5854.txt,5684,5854,170,1,test,InternalBleeding15,
anomaly_archive,InternalBleeding16,data/AnomalyArchive/135_UCR_Anomaly_InternalBleeding16_1200_4187_4199.txt,4187,4199,12,1,test,InternalBleeding16,
anomaly_archive,InternalBleeding17,data/AnomalyArchive/136_UCR_Anomaly_InternalBleeding17_1600_3198_3309.txt,3198,3309,111,1,test,InternalBleeding17,
anomaly_archive,InternalBleeding18,data/AnomalyArchive/137_UCR_Anomaly_InternalBleeding18_2300_4485_4587.txt,4485,4587,102,1,test,InternalBleeding18,
anomaly_archive,InternalBleeding19,data/AnomalyArchive/138_UCR_Anomaly_InternalBleeding19_3000_4187_4197.txt,4187,4197,10,1,test,InternalBleeding19,
anomaly_archive,InternalBleeding20,data/AnomalyArchive/139_UCR_Anomaly_InternalBleeding20_2700_5759_5919.txt,5759,5919,160,1,test,InternalBleeding20,
anomaly_archive,InternalBleeding4,data/AnomalyArchive/140_UCR_Anomaly_InternalBleeding4_1000_4675_5033.txt,4675,5033,358,1,test,InternalBleeding4,
anomaly_archive,InternalBleeding5,data/AnomalyArchive/141_UCR_Anomaly_InternalBleeding5_4000_6200_6370.txt,6200,6370,170,1,test,InternalBleeding5,
anomaly_archive,InternalBleeding6,data/AnomalyArchive/142_UCR_Anomaly_InternalBleeding6_1500_3474_3629.txt,3474,3629,155,1,test,InternalBleeding6,
