series_id,source_file,total_length,annotation_type,anomaly_end_index,last_anomalous_index,post_anomaly_suffix_len,num_anomalous_points,notes
KPI-57051487-3a40-3828-9084-a12f7f23ee38,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/IOPS/KPI-57051487-3a40-3828-9084-a12f7f23ee38.test.out,111679,pointwise_label_column,,99286,12392,46,last_nonzero_label_in_test_stream
KPI-6a757df4-95e5-3357-8406-165e2bd49360,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/IOPS/KPI-6a757df4-95e5-3357-8406-165e2bd49360.test.out,110876,pointwise_label_column,,107809,3066,2638,last_nonzero_label_in_test_stream
KPI-6d1114ae-be04-3c46-b5aa-be1a003a57cd,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/IOPS/KPI-6d1114ae-be04-3c46-b5aa-be1a003a57cd.test.out,149122,pointwise_label_column,,147951,1170,761,last_nonzero_label_in_test_stream
KPI-6efa3a07-4544-34a0-b921-a155bd1a05e8,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/IOPS/KPI-6efa3a07-4544-34a0-b921-a155bd1a05e8.test.out,149148,pointwise_label_column,,141159,7988,5283,last_nonzero_label_in_test_stream
KPI-7103fa0f-cac4-314f-addc-866190247439,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/IOPS/KPI-7103fa0f-cac4-314f-addc-866190247439.test.out,108425,pointwise_label_column,,102831,5593,68,last_nonzero_label_in_test_stream
KPI-847e8ecc-f8d2-3a93-9107-f367a0aab37d,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/IOPS/KPI-847e8ecc-f8d2-3a93-9107-f367a0aab37d.test.out,149123,pointwise_label_column,,145074,4048,790,last_nonzero_label_in_test_stream
KPI-8723f0fb-eaef-32e6-b372-6034c9c04b80,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/IOPS/KPI-8723f0fb-eaef-32e6-b372-6034c9c04b80.test.out,149118,pointwise_label_column,,145370,3747,811,last_nonzero_label_in_test_stream
KPI-9c639a46-34c8-39bc-aaf0-9144b37adfc8,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/IOPS/KPI-9c639a46-34c8-39bc-aaf0-9144b37adfc8.test.out,110636,pointwise_label_column,,106270,4365,989,last_nonzero_label_in_test_stream
KPI-a07ac296-de40-3a7c-8df3-91f642cc14d0,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/IOPS/KPI-a07ac296-de40-3a7c-8df3-91f642cc14d0.test.out,111307,pointwise_label_column,,111073,233,2259,last_nonzero_label_in_test_stream
KPI-a8c06b47-cc41-3738-9110-12df0ee4c721,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/IOPS/KPI-a8c06b47-cc41-3738-9110-12df0ee4c721.test.out,7578,pointwise_label_column,,5490,2087,127,last_nonzero_label_in_test_stream
KPI-ab216663-dcc2-3a24-b1ee-2c3e550e06c9,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/IOPS/KPI-ab216663-dcc2-3a24-b1ee-2c3e550e06c9.test.out,10780,pointwise_label_column,,10430,349,187,last_nonzero_label_in_test_stream
KPI-adb2fde9-8589-3f5b-a410-5fe14386c7af,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/IOPS/KPI-adb2fde9-8589-3f5b-a410-5fe14386c7af.test.out,149155,pointwise_label_column,,147904,1250,1692,last_nonzero_label_in_test_stream
KPI-ba5f3328-9f3f-3ff5-a683-84437d16d554,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/IOPS/KPI-ba5f3328-9f3f-3ff5-a683-84437d16d554.test.out,149132,pointwise_label_column,,148992,139,6777,last_nonzero_label_in_test_stream
KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/IOPS/KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251.test.out,8784,pointwise_label_column,,7021,1762,61,last_nonzero_label_in_test_stream
KPI-c69a50cf-ee03-3bd7-831e-407d36c7ee91,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/IOPS/KPI-c69a50cf-ee03-3bd7-831e-407d36c7ee91.test.out,149159,pointwise_label_column,,147845,1313,702,last_nonzero_label_in_test_stream
KPI-da10a69f-d836-3baa-ad40-3e548ecf1fbd,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/IOPS/KPI-da10a69f-d836-3baa-ad40-3e548ecf1fbd.test.out,107167,pointwise_label_column,,106536,630,8750,last_nonzero_label_in_test_stream
KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.test.out,8784,pointwise_label_column,,7413,1370,116,last_nonzero_label_in_test_stream
KPI-f0932edd-6400-3e63-9559-0a9860a1baa9,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/IOPS/KPI-f0932edd-6400-3e63-9559-0a9860a1baa9.test.out,112149,pointwise_label_column,,109012,3136,2842,last_nonzero_label_in_test_stream
KPI-ffb82d38-5f00-37db-abc0-5d2e4e4cb6aa,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/IOPS/KPI-ffb82d38-5f00-37db-abc0-5d2e4e4cb6aa.test.out,111396,pointwise_label_column,,108185,3210,2855,last_nonzero_label_in_test_stream
