series_id,source_file,total_length,annotation_type,anomaly_end_index,last_anomalous_index,post_anomaly_suffix_len,num_anomalous_points,notes
DISTORTEDECG1,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/011_UCR_Anomaly_DISTORTEDECG1_10000_11800_12100.txt,30000,filename_anomaly_interval,12100,,17900,300,anomaly_end_index_from_filename
DISTORTEDECG2,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/012_UCR_Anomaly_DISTORTEDECG2_15000_16000_16100.txt,30000,filename_anomaly_interval,16100,,13900,100,anomaly_end_index_from_filename
DISTORTEDECG3,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/013_UCR_Anomaly_DISTORTEDECG3_15000_16000_16100.txt,30000,filename_anomaly_interval,16100,,13900,100,anomaly_end_index_from_filename
DISTORTEDECG3,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/014_UCR_Anomaly_DISTORTEDECG3_8000_17000_17100.txt,30000,filename_anomaly_interval,17100,,12900,100,anomaly_end_index_from_filename
DISTORTEDECG4,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/015_UCR_Anomaly_DISTORTEDECG4_5000_16800_17100.txt,200000,filename_anomaly_interval,17100,,182900,300,anomaly_end_index_from_filename
DISTORTEDECG4,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/016_UCR_Anomaly_DISTORTEDECG4_5000_16900_17100.txt,30000,filename_anomaly_interval,17100,,12900,200,anomaly_end_index_from_filename
DISTORTEDECG4,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/017_UCR_Anomaly_DISTORTEDECG4_5000_17000_17100.txt,30000,filename_anomaly_interval,17100,,12900,100,anomaly_end_index_from_filename
DISTORTEDECG4,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/018_UCR_Anomaly_DISTORTEDECG4_8000_17000_17100.txt,30000,filename_anomaly_interval,17100,,12900,100,anomaly_end_index_from_filename
DISTORTEDGP711MarkerLFM5z1,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/019_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z1_5000_6168_6212.txt,12000,filename_anomaly_interval,6212,,5788,44,anomaly_end_index_from_filename
DISTORTEDGP711MarkerLFM5z2,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/020_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z2_5000_7175_7388.txt,12000,filename_anomaly_interval,7388,,4612,213,anomaly_end_index_from_filename
DISTORTEDGP711MarkerLFM5z3,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.txt,12000,filename_anomaly_interval,5993,,6007,45,anomaly_end_index_from_filename
DISTORTEDGP711MarkerLFM5z4,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/022_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z4_4000_6527_6645.txt,12000,filename_anomaly_interval,6645,,5355,118,anomaly_end_index_from_filename
DISTORTEDGP711MarkerLFM5z5,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/023_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z5_5000_8612_8716.txt,12000,filename_anomaly_interval,8716,,3284,104,anomaly_end_index_from_filename
DISTORTEDInternalBleeding10,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556.txt,7501,filename_anomaly_interval,4556,,2945,30,anomaly_end_index_from_filename
DISTORTEDInternalBleeding14,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/025_UCR_Anomaly_DISTORTEDInternalBleeding14_2800_5607_5634.txt,7501,filename_anomaly_interval,5634,,1867,27,anomaly_end_index_from_filename
DISTORTEDInternalBleeding15,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/026_UCR_Anomaly_DISTORTEDInternalBleeding15_1700_5684_5854.txt,7601,filename_anomaly_interval,5854,,1747,170,anomaly_end_index_from_filename
DISTORTEDInternalBleeding16,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/027_UCR_Anomaly_DISTORTEDInternalBleeding16_1200_4187_4199.txt,7501,filename_anomaly_interval,4199,,3302,12,anomaly_end_index_from_filename
DISTORTEDInternalBleeding17,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/028_UCR_Anomaly_DISTORTEDInternalBleeding17_1600_3198_3309.txt,7500,filename_anomaly_interval,3309,,4191,111,anomaly_end_index_from_filename
DISTORTEDInternalBleeding18,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/029_UCR_Anomaly_DISTORTEDInternalBleeding18_2300_4485_4587.txt,7500,filename_anomaly_interval,4587,,2913,102,anomaly_end_index_from_filename
DISTORTEDInternalBleeding19,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/030_UCR_Anomaly_DISTORTEDInternalBleeding19_3000_4187_4197.txt,7500,filename_anomaly_interval,4197,,3303,10,anomaly_end_index_from_filename
DISTORTEDInternalBleeding20,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919.txt,7500,filename_anomaly_interval,5919,,1581,160,anomaly_end_index_from_filename
DISTORTEDInternalBleeding4,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.txt,7321,filename_anomaly_interval,5033,,2288,358,anomaly_end_index_from_filename
DISTORTEDInternalBleeding5,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370.txt,7415,filename_anomaly_interval,6370,,1045,170,anomaly_end_index_from_filename
DISTORTEDInternalBleeding6,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629.txt,7654,filename_anomaly_interval,3629,,4025,155,anomaly_end_index_from_filename
DISTORTEDInternalBleeding8,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974.txt,7501,filename_anomaly_interval,5974,,1527,109,anomaly_end_index_from_filename
DISTORTEDInternalBleeding9,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/036_UCR_Anomaly_DISTORTEDInternalBleeding9_4200_6599_6681.txt,7501,filename_anomaly_interval,6681,,820,82,anomaly_end_index_from_filename
DISTORTEDLab2Cmac011215EPG1,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/037_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG1_5000_17210_17260.txt,30001,filename_anomaly_interval,17260,,12741,50,anomaly_end_index_from_filename
DISTORTEDLab2Cmac011215EPG2,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/038_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG2_5000_27862_27932.txt,29950,filename_anomaly_interval,27932,,2018,70,anomaly_end_index_from_filename
DISTORTEDLab2Cmac011215EPG3,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/039_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG3_5000_16390_16420.txt,29950,filename_anomaly_interval,16420,,13530,30,anomaly_end_index_from_filename
DISTORTEDLab2Cmac011215EPG4,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/040_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG4_6000_17390_17520.txt,30066,filename_anomaly_interval,17520,,12546,130,anomaly_end_index_from_filename
DISTORTEDLab2Cmac011215EPG5,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/041_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG5_7000_17390_17520.txt,29826,filename_anomaly_interval,17520,,12306,130,anomaly_end_index_from_filename
DISTORTEDLab2Cmac011215EPG6,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.txt,29859,filename_anomaly_interval,12420,,17439,230,anomaly_end_index_from_filename
DISTORTEDMesoplodonDensirostris,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/043_UCR_Anomaly_DISTORTEDMesoplodonDensirostris_10000_19280_19440.txt,24667,filename_anomaly_interval,19440,,5227,160,anomaly_end_index_from_filename
DISTORTEDPowerDemand1,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/044_UCR_Anomaly_DISTORTEDPowerDemand1_9000_18485_18821.txt,29931,filename_anomaly_interval,18821,,11110,336,anomaly_end_index_from_filename
DISTORTEDPowerDemand2,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/045_UCR_Anomaly_DISTORTEDPowerDemand2_14000_23357_23717.txt,29931,filename_anomaly_interval,23717,,6214,360,anomaly_end_index_from_filename
DISTORTEDPowerDemand3,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/046_UCR_Anomaly_DISTORTEDPowerDemand3_16000_23405_23477.txt,29931,filename_anomaly_interval,23477,,6454,72,anomaly_end_index_from_filename
DISTORTEDPowerDemand4,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/047_UCR_Anomaly_DISTORTEDPowerDemand4_18000_24005_24077.txt,29931,filename_anomaly_interval,24077,,5854,72,anomaly_end_index_from_filename
DISTORTEDTkeepFifthMARS,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/048_UCR_Anomaly_DISTORTEDTkeepFifthMARS_3500_5988_6085.txt,11334,filename_anomaly_interval,6085,,5249,97,anomaly_end_index_from_filename
DISTORTEDTkeepFirstMARS,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/049_UCR_Anomaly_DISTORTEDTkeepFirstMARS_3500_5365_5380.txt,11406,filename_anomaly_interval,5380,,6026,15,anomaly_end_index_from_filename
DISTORTEDTkeepForthMARS,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/050_UCR_Anomaly_DISTORTEDTkeepForthMARS_3500_5988_6085.txt,11308,filename_anomaly_interval,6085,,5223,97,anomaly_end_index_from_filename
DISTORTEDTkeepSecondMARS,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/051_UCR_Anomaly_DISTORTEDTkeepSecondMARS_3500_9330_9340.txt,11388,filename_anomaly_interval,9340,,2048,10,anomaly_end_index_from_filename
DISTORTEDTkeepThirdMARS,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/052_UCR_Anomaly_DISTORTEDTkeepThirdMARS_3500_4711_4809.txt,11308,filename_anomaly_interval,4809,,6499,98,anomaly_end_index_from_filename
DISTORTEDWalkingAceleration1,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/053_UCR_Anomaly_DISTORTEDWalkingAceleration1_1500_2764_2995.txt,6684,filename_anomaly_interval,2995,,3689,231,anomaly_end_index_from_filename
DISTORTEDWalkingAceleration5,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/054_UCR_Anomaly_DISTORTEDWalkingAceleration5_2700_5920_5979.txt,6684,filename_anomaly_interval,5979,,705,59,anomaly_end_index_from_filename
DISTORTEDapneaecg2,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/055_UCR_Anomaly_DISTORTEDapneaecg2_10000_20950_21100.txt,38501,filename_anomaly_interval,21100,,17401,150,anomaly_end_index_from_filename
DISTORTEDapneaecg3,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/056_UCR_Anomaly_DISTORTEDapneaecg3_5000_11111_11211.txt,38379,filename_anomaly_interval,11211,,27168,100,anomaly_end_index_from_filename
DISTORTEDapneaecg4,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/057_UCR_Anomaly_DISTORTEDapneaecg4_6000_16000_16100.txt,38269,filename_anomaly_interval,16100,,22169,100,anomaly_end_index_from_filename
DISTORTEDapneaecg,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/058_UCR_Anomaly_DISTORTEDapneaecg_10000_12240_12308.txt,38501,filename_anomaly_interval,12308,,26193,68,anomaly_end_index_from_filename
DISTORTEDgait1,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/059_UCR_Anomaly_DISTORTEDgait1_20000_38500_38800.txt,65000,filename_anomaly_interval,38800,,26200,300,anomaly_end_index_from_filename
DISTORTEDgait2,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/060_UCR_Anomaly_DISTORTEDgait2_22000_46500_46800.txt,65000,filename_anomaly_interval,46800,,18200,300,anomaly_end_index_from_filename
DISTORTEDgait3,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/061_UCR_Anomaly_DISTORTEDgait3_24500_59900_60500.txt,65000,filename_anomaly_interval,60500,,4500,600,anomaly_end_index_from_filename
DISTORTEDgaitHunt1,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/062_UCR_Anomaly_DISTORTEDgaitHunt1_18500_33070_33180.txt,64000,filename_anomaly_interval,33180,,30820,110,anomaly_end_index_from_filename
DISTORTEDgaitHunt2,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/063_UCR_Anomaly_DISTORTEDgaitHunt2_18500_31200_31850.txt,64000,filename_anomaly_interval,31850,,32150,650,anomaly_end_index_from_filename
