series_id,source_file,total_length,annotation_type,anomaly_end_index,last_anomalous_index,post_anomaly_suffix_len,num_anomalous_points,notes
machine-2-7,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/ServerMachineDataset/test_label/machine-2-7.txt,23696,pointwise_test_labels,,22926,769,417,last_nonzero_label_in_test_stream
machine-2-8,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/ServerMachineDataset/test_label/machine-2-8.txt,23703,pointwise_test_labels,,17740,5962,161,last_nonzero_label_in_test_stream
machine-2-9,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/ServerMachineDataset/test_label/machine-2-9.txt,28722,pointwise_test_labels,,27357,1364,1755,last_nonzero_label_in_test_stream
machine-3-1,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/ServerMachineDataset/test_label/machine-3-1.txt,28700,pointwise_test_labels,,27963,736,308,last_nonzero_label_in_test_stream
machine-3-10,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/ServerMachineDataset/test_label/machine-3-10.txt,23693,pointwise_test_labels,,22212,1480,1047,last_nonzero_label_in_test_stream
machine-3-11,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/ServerMachineDataset/test_label/machine-3-11.txt,28696,pointwise_test_labels,,28000,695,198,last_nonzero_label_in_test_stream
machine-3-2,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/ServerMachineDataset/test_label/machine-3-2.txt,23703,pointwise_test_labels,,23061,641,1109,last_nonzero_label_in_test_stream
machine-3-3,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/ServerMachineDataset/test_label/machine-3-3.txt,23703,pointwise_test_labels,,23179,523,632,last_nonzero_label_in_test_stream
machine-3-4,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/ServerMachineDataset/test_label/machine-3-4.txt,23687,pointwise_test_labels,,18824,4862,977,last_nonzero_label_in_test_stream
machine-3-5,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/ServerMachineDataset/test_label/machine-3-5.txt,23691,pointwise_test_labels,,19500,4190,426,last_nonzero_label_in_test_stream
machine-3-6,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/ServerMachineDataset/test_label/machine-3-6.txt,28726,pointwise_test_labels,,27957,768,1194,last_nonzero_label_in_test_stream
machine-3-7,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/ServerMachineDataset/test_label/machine-3-7.txt,28705,pointwise_test_labels,,24585,4119,434,last_nonzero_label_in_test_stream
machine-3-8,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/ServerMachineDataset/test_label/machine-3-8.txt,28704,pointwise_test_labels,,28269,434,1371,last_nonzero_label_in_test_stream
machine-3-9,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/ServerMachineDataset/test_label/machine-3-9.txt,28713,pointwise_test_labels,,27949,763,303,last_nonzero_label_in_test_stream
